probability;nodes_number;sccs_number
0.29;32;1.0
0.3;32;1.0
0.31;32;1.0
0.32;32;1.0
0.33;32;1.0
0.34;32;1.0
0.35;32;1.0
0.36;32;1.0
0.37;32;1.0
0.38;32;1.0
0.39;32;1.0
0.4;32;1.0
0.41;32;1.0
0.42;32;1.0
0.43;32;1.0
0.44;32;1.0
0.45;32;1.0
0.46;32;1.0
0.47;32;1.0
0.48;32;1.0
0.49;32;1.0
0.5;32;1.0
0.51;32;1.0
0.52;32;1.0
0.53;32;1.0
0.54;32;1.0
0.55;32;1.0
0.56;32;1.0
0.57;32;1.0
0.58;32;1.0
0.59;32;1.0
0.6;32;1.0
0.61;32;1.0
0.62;32;1.0
0.63;32;1.0
0.64;32;1.0
0.65;32;1.0
0.66;32;1.0
0.67;32;1.0
0.68;32;1.0
0.69;32;1.0
0.7;32;1.0
0.71;32;1.0
0.72;32;1.0
0.73;32;1.0
0.74;32;1.0
0.75;32;1.0
0.76;32;1.0
0.77;32;1.0
0.78;32;1.0
0.79;32;1.0
0.8;32;1.0
0.81;32;1.0
0.82;32;1.0
0.83;32;1.0
0.84;32;1.0
0.85;32;1.0
0.86;32;1.0
0.87;32;1.0
0.88;32;1.0
0.89;32;1.0
0.9;32;1.0
0.91;32;1.0
0.92;32;1.0
0.93;32;1.0
0.94;32;1.0
0.95;32;1.0
0.96;32;1.0
0.97;32;1.0
0.98;32;1.0
0.99;32;1.0
0.0;33;33.0
0.01;33;32.95
0.02;33;32.5
0.03;33;28.85
0.04;33;26.7
0.05;33;21.25
0.06;33;14.1
0.07;33;9.1
0.08;33;6.3
0.09;33;5.55
0.1;33;3.75
0.11;33;2.65
0.12;33;2.1
0.13;33;1.75
0.14;33;1.8
0.15;33;1.55
0.16;33;1.15
0.17;33;1.2
0.18;33;1.2
0.19;33;1.0
0.2;33;1.05
0.21;33;1.0
0.22;33;1.05
0.23;33;1.0
0.24;33;1.0
0.25;33;1.0
0.26;33;1.0
0.27;33;1.0
0.28;33;1.0
0.29;33;1.0
0.3;33;1.0
0.31;33;1.0
0.32;33;1.0
0.33;33;1.0
0.34;33;1.0
0.35;33;1.0
0.36;33;1.0
0.37;33;1.0
0.38;33;1.0
0.39;33;1.0
0.4;33;1.0
0.41;33;1.0
0.42;33;1.0
0.43;33;1.0
0.44;33;1.0
0.45;33;1.0
0.46;33;1.0
0.47;33;1.0
0.48;33;1.0
0.49;33;1.0
0.5;33;1.0
0.51;33;1.0
0.52;33;1.0
0.53;33;1.0
0.54;33;1.0
0.55;33;1.0
0.56;33;1.0
0.57;33;1.0
0.58;33;1.0
0.59;33;1.0
0.6;33;1.0
0.61;33;1.0
0.62;33;1.0
0.63;33;1.0
0.64;33;1.0
0.65;33;1.0
0.66;33;1.0
0.67;33;1.0
0.68;33;1.0
0.69;33;1.0
0.7;33;1.0
0.71;33;1.0
0.72;33;1.0
0.73;33;1.0
0.74;33;1.0
0.75;33;1.0
0.76;33;1.0
0.77;33;1.0
0.78;33;1.0
0.79;33;1.0
0.8;33;1.0
0.81;33;1.0
0.82;33;1.0
0.83;33;1.0
0.84;33;1.0
0.85;33;1.0
0.86;33;1.0
0.87;33;1.0
0.88;33;1.0
0.89;33;1.0
0.9;33;1.0
0.91;33;1.0
0.92;33;1.0
0.93;33;1.0
0.94;33;1.0
0.95;33;1.0
0.96;33;1.0
0.97;33;1.0
0.98;33;1.0
0.99;33;1.0
0.0;34;34.0
0.01;34;33.9
0.02;34;33.0
0.03;34;31.05
0.04;34;28.8
0.05;34;22.6
0.06;34;14.8
0.07;34;9.85
0.08;34;5.85
0.09;34;5.65
0.1;34;3.95
0.11;34;3.05
0.12;34;2.55
0.13;34;1.45
0.14;34;1.4
0.15;34;1.35
0.16;34;1.45
0.17;34;1.25
0.18;34;1.2
0.19;34;1.0
0.2;34;1.05
0.21;34;1.05
0.22;34;1.0
0.23;34;1.0
0.24;34;1.0
0.25;34;1.0
0.26;34;1.0
0.27;34;1.0
0.28;34;1.0
0.29;34;1.0
0.3;34;1.0
0.31;34;1.0
0.32;34;1.0
0.33;34;1.0
0.34;34;1.0
0.35;34;1.0
0.36;34;1.0
0.37;34;1.0
0.38;34;1.0
0.39;34;1.0
0.4;34;1.0
0.41;34;1.0
0.42;34;1.0
0.43;34;1.0
0.44;34;1.0
0.45;34;1.0
0.46;34;1.0
0.47;34;1.0
0.48;34;1.0
0.49;34;1.0
0.5;34;1.0
0.51;34;1.0
0.52;34;1.0
0.53;34;1.0
0.54;34;1.0
0.55;34;1.0
0.56;34;1.0
0.57;34;1.0
0.58;34;1.0
0.59;34;1.0
0.6;34;1.0
0.61;34;1.0
0.62;34;1.0
0.63;34;1.0
0.64;34;1.0
0.65;34;1.0
0.66;34;1.0
0.67;34;1.0
0.68;34;1.0
0.69;34;1.0
0.7;34;1.0
0.71;34;1.0
0.72;34;1.0
0.73;34;1.0
0.74;34;1.0
0.75;34;1.0
0.76;34;1.0
0.77;34;1.0
0.78;34;1.0
0.79;34;1.0
0.8;34;1.0
0.81;34;1.0
0.82;34;1.0
0.83;34;1.0
0.84;34;1.0
0.85;34;1.0
0.86;34;1.0
0.87;34;1.0
0.88;34;1.0
0.89;34;1.0
0.9;34;1.0
0.91;34;1.0
0.92;34;1.0
0.93;34;1.0
0.94;34;1.0
0.95;34;1.0
0.96;34;1.0
0.97;34;1.0
0.98;34;1.0
0.99;34;1.0
0.0;35;35.0
0.01;35;34.95
0.02;35;34.65
0.03;35;30.85
0.04;35;28.25
0.05;35;19.95
0.06;35;13.4
0.07;35;8.15
0.08;35;5.05
0.09;35;4.75
0.1;35;3.1
0.11;35;1.75
0.12;35;1.95
0.13;35;1.7
0.14;35;1.5
0.15;35;1.25
0.16;35;1.15
0.17;35;1.15
0.18;35;1.05
0.19;35;1.2
0.2;35;1.0
0.21;35;1.05
0.22;35;1.0
0.23;35;1.0
0.24;35;1.0
0.25;35;1.0
0.26;35;1.0
0.27;35;1.0
0.28;35;1.0
0.29;35;1.0
0.3;35;1.0
0.31;35;1.0
0.32;35;1.0
0.33;35;1.0
0.34;35;1.0
0.35;35;1.0
0.36;35;1.0
0.37;35;1.0
0.38;35;1.0
0.39;35;1.0
0.4;35;1.0
0.41;35;1.0
0.42;35;1.0
0.43;35;1.0
0.44;35;1.0
0.45;35;1.0
0.46;35;1.0
0.47;35;1.0
0.48;35;1.0
0.49;35;1.0
0.5;35;1.0
0.51;35;1.0
0.52;35;1.0
0.53;35;1.0
0.54;35;1.0
0.55;35;1.0
0.56;35;1.0
0.57;35;1.0
0.58;35;1.0
0.59;35;1.0
0.6;35;1.0
0.61;35;1.0
0.62;35;1.0
0.63;35;1.0
0.64;35;1.0
0.65;35;1.0
0.66;35;1.0
0.67;35;1.0
0.68;35;1.0
0.69;35;1.0
0.7;35;1.0
0.71;35;1.0
0.72;35;1.0
0.73;35;1.0
0.74;35;1.0
0.75;35;1.0
0.76;35;1.0
0.77;35;1.0
0.78;35;1.0
0.79;35;1.0
0.8;35;1.0
0.81;35;1.0
0.82;35;1.0
0.83;35;1.0
0.84;35;1.0
0.85;35;1.0
0.86;35;1.0
0.87;35;1.0
0.88;35;1.0
0.89;35;1.0
0.9;35;1.0
0.91;35;1.0
0.92;35;1.0
0.93;35;1.0
0.94;35;1.0
0.95;35;1.0
0.96;35;1.0
0.97;35;1.0
0.98;35;1.0
0.99;35;1.0
0.0;36;36.0
0.01;36;35.95
0.02;36;34.8
0.03;36;31.85
0.04;36;26.8
0.05;36;21.5
0.06;36;13.05
0.07;36;7.6
0.08;36;6.05
0.09;36;3.4
0.1;36;3.5
0.11;36;2.55
0.12;36;2.0
0.13;36;1.55
0.14;36;1.45
0.15;36;1.4
0.16;36;1.3
0.17;36;1.15
0.18;36;1.15
0.19;36;1.05
0.2;36;1.05
0.21;36;1.05
0.22;36;1.0
0.23;36;1.0
0.24;36;1.0
0.25;36;1.0
0.26;36;1.0
0.27;36;1.0
0.28;36;1.0
0.29;36;1.0
0.3;36;1.0
0.31;36;1.0
0.32;36;1.0
0.33;36;1.0
0.34;36;1.0
0.35;36;1.0
0.36;36;1.0
0.37;36;1.0
0.38;36;1.0
0.39;36;1.0
0.4;36;1.0
0.41;36;1.0
0.42;36;1.0
0.43;36;1.0
0.44;36;1.0
0.45;36;1.0
0.46;36;1.0
0.47;36;1.0
0.48;36;1.0
0.49;36;1.0
0.5;36;1.0
0.51;36;1.0
0.52;36;1.0
0.53;36;1.0
0.54;36;1.0
0.55;36;1.0
0.56;36;1.0
0.57;36;1.0
0.58;36;1.0
0.59;36;1.0
0.6;36;1.0
0.61;36;1.0
0.62;36;1.0
0.63;36;1.0
0.64;36;1.0
0.65;36;1.0
0.66;36;1.0
0.67;36;1.0
0.68;36;1.0
0.69;36;1.0
0.7;36;1.0
0.71;36;1.0
0.72;36;1.0
0.73;36;1.0
0.74;36;1.0
0.75;36;1.0
0.76;36;1.0
0.77;36;1.0
0.78;36;1.0
0.79;36;1.0
0.8;36;1.0
0.81;36;1.0
0.82;36;1.0
0.83;36;1.0
0.84;36;1.0
0.85;36;1.0
0.86;36;1.0
0.87;36;1.0
0.88;36;1.0
0.89;36;1.0
0.9;36;1.0
0.91;36;1.0
0.92;36;1.0
0.93;36;1.0
0.94;36;1.0
0.95;36;1.0
0.96;36;1.0
0.97;36;1.0
0.98;36;1.0
0.99;36;1.0
0.0;37;37.0
0.01;37;36.8
0.02;37;36.55
0.03;37;31.25
0.04;37;24.95
0.05;37;19.95
0.06;37;12.35
0.07;37;6.35
0.08;37;5.0
0.09;37;3.5
0.1;37;2.5
0.11;37;2.25
0.12;37;1.75
0.13;37;1.4
0.14;37;1.6
0.15;37;1.15
0.16;37;1.1
0.17;37;1.15
0.18;37;1.1
0.19;37;1.0
0.2;37;1.05
0.21;37;1.0
0.22;37;1.0
0.23;37;1.0
0.24;37;1.0
0.25;37;1.0
0.26;37;1.0
0.27;37;1.0
0.28;37;1.0
0.29;37;1.0
0.3;37;1.0
0.31;37;1.0
0.32;37;1.0
0.33;37;1.0
0.34;37;1.0
0.35;37;1.0
0.36;37;1.0
0.37;37;1.0
0.38;37;1.0
0.39;37;1.0
0.4;37;1.0
0.41;37;1.0
0.42;37;1.0
0.43;37;1.0
0.44;37;1.0
0.45;37;1.0
0.46;37;1.0
0.47;37;1.0
0.48;37;1.0
0.49;37;1.0
0.5;37;1.0
0.51;37;1.0
0.52;37;1.0
0.53;37;1.0
0.54;37;1.0
0.55;37;1.0
0.56;37;1.0
0.57;37;1.0
0.58;37;1.0
0.59;37;1.0
0.6;37;1.0
0.61;37;1.0
0.62;37;1.0
0.63;37;1.0
0.64;37;1.0
0.65;37;1.0
0.66;37;1.0
0.67;37;1.0
0.68;37;1.0
0.69;37;1.0
0.7;37;1.0
0.71;37;1.0
0.72;37;1.0
0.73;37;1.0
0.74;37;1.0
0.75;37;1.0
0.76;37;1.0
0.77;37;1.0
0.78;37;1.0
0.79;37;1.0
0.8;37;1.0
0.81;37;1.0
0.82;37;1.0
0.83;37;1.0
0.84;37;1.0
0.85;37;1.0
0.86;37;1.0
0.87;37;1.0
0.88;37;1.0
0.89;37;1.0
0.9;37;1.0
0.91;37;1.0
0.92;37;1.0
0.93;37;1.0
0.94;37;1.0
0.95;37;1.0
0.96;37;1.0
0.97;37;1.0
0.98;37;1.0
0.99;37;1.0
0.0;38;38.0
0.01;38;37.9
0.02;38;37.55
0.03;38;33.0
0.04;38;27.75
0.05;38;19.4
0.06;38;11.95
0.07;38;9.0
0.08;38;5.9
0.09;38;2.9
0.1;38;2.4
0.11;38;1.85
0.12;38;2.05
0.13;38;1.35
0.14;38;1.55
0.15;38;1.2
0.16;38;1.1
0.17;38;1.2
0.18;38;1.0
0.19;38;1.05
0.2;38;1.0
0.21;38;1.05
0.22;38;1.0
0.23;38;1.0
0.24;38;1.05
0.25;38;1.0
0.26;38;1.0
0.27;38;1.0
0.28;38;1.0
0.29;38;1.0
0.3;38;1.0
0.31;38;1.0
0.32;38;1.0
0.33;38;1.0
0.34;38;1.0
0.35;38;1.0
0.36;38;1.0
0.37;38;1.0
0.38;38;1.0
0.39;38;1.0
0.4;38;1.0
0.41;38;1.0
0.42;38;1.0
0.43;38;1.0
0.44;38;1.0
0.45;38;1.0
0.46;38;1.0
0.47;38;1.0
0.48;38;1.0
0.49;38;1.0
0.5;38;1.0
0.51;38;1.0
0.52;38;1.0
0.53;38;1.0
0.54;38;1.0
0.55;38;1.0
0.56;38;1.0
0.57;38;1.0
0.58;38;1.0
0.59;38;1.0
0.6;38;1.0
0.61;38;1.0
0.62;38;1.0
0.63;38;1.0
0.64;38;1.0
0.65;38;1.0
0.66;38;1.0
0.67;38;1.0
0.68;38;1.0
0.69;38;1.0
0.7;38;1.0
0.71;38;1.0
0.72;38;1.0
0.73;38;1.0
0.74;38;1.0
0.75;38;1.0
0.76;38;1.0
0.77;38;1.0
0.78;38;1.0
0.79;38;1.0
0.8;38;1.0
0.81;38;1.0
0.82;38;1.0
0.83;38;1.0
0.84;38;1.0
0.85;38;1.0
0.86;38;1.0
0.87;38;1.0
0.88;38;1.0
0.89;38;1.0
0.9;38;1.0
0.91;38;1.0
0.92;38;1.0
0.93;38;1.0
0.94;38;1.0
0.95;38;1.0
0.96;38;1.0
0.97;38;1.0
0.98;38;1.0
0.99;38;1.0
0.0;39;39.0
0.01;39;38.75
0.02;39;38.15
0.03;39;35.45
0.04;39;25.25
0.05;39;17.0
0.06;39;11.8
0.07;39;7.65
0.08;39;5.1
0.09;39;2.65
0.1;39;2.75
0.11;39;1.85
0.12;39;1.75
0.13;39;1.2
0.14;39;1.2
0.15;39;1.05
0.16;39;1.05
0.17;39;1.15
0.18;39;1.1
0.19;39;1.0
0.2;39;1.0
0.21;39;1.05
0.22;39;1.0
0.23;39;1.0
0.24;39;1.0
0.25;39;1.0
0.26;39;1.0
0.27;39;1.0
0.28;39;1.0
0.29;39;1.0
0.3;39;1.0
0.31;39;1.0
0.32;39;1.0
0.33;39;1.0
0.34;39;1.0
0.35;39;1.0
0.36;39;1.0
0.37;39;1.0
0.38;39;1.0
0.39;39;1.0
0.4;39;1.0
0.41;39;1.0
0.42;39;1.0
0.43;39;1.0
0.44;39;1.0
0.45;39;1.0
0.46;39;1.0
0.47;39;1.0
0.48;39;1.0
0.49;39;1.0
0.5;39;1.0
0.51;39;1.0
0.52;39;1.0
0.53;39;1.0
0.54;39;1.0
0.55;39;1.0
0.56;39;1.0
0.57;39;1.0
0.58;39;1.0
0.59;39;1.0
0.6;39;1.0
0.61;39;1.0
0.62;39;1.0
0.63;39;1.0
0.64;39;1.0
0.65;39;1.0
0.66;39;1.0
0.67;39;1.0
0.68;39;1.0
0.69;39;1.0
0.7;39;1.0
0.71;39;1.0
0.72;39;1.0
0.73;39;1.0
0.74;39;1.0
0.75;39;1.0
0.76;39;1.0
0.77;39;1.0
0.78;39;1.0
0.79;39;1.0
0.8;39;1.0
0.81;39;1.0
0.82;39;1.0
0.83;39;1.0
0.84;39;1.0
0.85;39;1.0
0.86;39;1.0
0.87;39;1.0
0.88;39;1.0
0.89;39;1.0
0.9;39;1.0
0.91;39;1.0
0.92;39;1.0
0.93;39;1.0
0.94;39;1.0
0.95;39;1.0
0.96;39;1.0
0.97;39;1.0
0.98;39;1.0
0.99;39;1.0
0.0;40;40.0
0.01;40;39.95
0.02;40;38.85
0.03;40;34.45
0.04;40;27.2
0.05;40;16.4
0.06;40;11.15
0.07;40;6.7
0.08;40;4.7
0.09;40;2.95
0.1;40;2.45
0.11;40;1.8
0.12;40;1.5
0.13;40;1.5
0.14;40;1.25
0.15;40;1.15
0.16;40;1.0
0.17;40;1.0
0.18;40;1.05
0.19;40;1.0
0.2;40;1.0
0.21;40;1.05
0.22;40;1.0
0.23;40;1.0
0.24;40;1.0
0.25;40;1.0
0.26;40;1.0
0.27;40;1.0
0.28;40;1.0
0.29;40;1.0
0.3;40;1.0
0.31;40;1.0
0.32;40;1.0
0.33;40;1.0
0.34;40;1.0
0.35;40;1.0
0.36;40;1.0
0.37;40;1.0
0.38;40;1.0
0.39;40;1.0
0.4;40;1.0
0.41;40;1.0
0.42;40;1.0
0.43;40;1.0
0.44;40;1.0
0.45;40;1.0
0.46;40;1.0
0.47;40;1.0
0.48;40;1.0
0.49;40;1.0
0.5;40;1.0
0.51;40;1.0
0.52;40;1.0
0.53;40;1.0
0.54;40;1.0
0.55;40;1.0
0.56;40;1.0
0.57;40;1.0
0.58;40;1.0
0.59;40;1.0
0.6;40;1.0
0.61;40;1.0
0.62;40;1.0
0.63;40;1.0
0.64;40;1.0
0.65;40;1.0
0.66;40;1.0
0.67;40;1.0
0.68;40;1.0
0.69;40;1.0
0.7;40;1.0
0.71;40;1.0
0.72;40;1.0
0.73;40;1.0
0.74;40;1.0
0.75;40;1.0
0.76;40;1.0
0.77;40;1.0
0.78;40;1.0
0.79;40;1.0
0.8;40;1.0
0.81;40;1.0
0.82;40;1.0
0.83;40;1.0
0.84;40;1.0
0.85;40;1.0
0.86;40;1.0
0.87;40;1.0
0.88;40;1.0
0.89;40;1.0
0.9;40;1.0
0.91;40;1.0
0.92;40;1.0
0.93;40;1.0
0.94;40;1.0
0.95;40;1.0
0.96;40;1.0
0.97;40;1.0
0.98;40;1.0
0.99;40;1.0
0.0;41;41.0
0.01;41;40.9
0.02;41;40.1
0.03;41;34.45
0.04;41;25.8
0.05;41;16.9
0.06;41;8.55
0.07;41;6.4
0.08;41;4.2
0.09;41;3.05
0.1;41;2.35
0.11;41;1.6
0.12;41;1.55
0.13;41;1.45
0.14;41;1.25
0.15;41;1.0
0.16;41;1.1
0.17;41;1.1
0.18;41;1.0
0.19;41;1.05
0.2;41;1.0
0.21;41;1.05
0.22;41;1.0
0.23;41;1.05
0.24;41;1.0
0.25;41;1.0
0.26;41;1.0
0.27;41;1.0
0.28;41;1.0
0.29;41;1.0
0.3;41;1.0
0.31;41;1.0
0.32;41;1.0
0.33;41;1.0
0.34;41;1.0
0.35;41;1.0
0.36;41;1.0
0.37;41;1.0
0.38;41;1.0
0.39;41;1.0
0.4;41;1.0
0.41;41;1.0
0.42;41;1.0
0.43;41;1.0
0.44;41;1.0
0.45;41;1.0
0.46;41;1.0
0.47;41;1.0
0.48;41;1.0
0.49;41;1.0
0.5;41;1.0
0.51;41;1.0
0.52;41;1.0
0.53;41;1.0
0.54;41;1.0
0.55;41;1.0
0.56;41;1.0
0.57;41;1.0
0.58;41;1.0
0.59;41;1.0
0.6;41;1.0
0.61;41;1.0
0.62;41;1.0
0.63;41;1.0
0.64;41;1.0
0.65;41;1.0
0.66;41;1.0
0.67;41;1.0
0.68;41;1.0
0.69;41;1.0
0.7;41;1.0
0.71;41;1.0
0.72;41;1.0
0.73;41;1.0
0.74;41;1.0
0.75;41;1.0
0.76;41;1.0
0.77;41;1.0
0.78;41;1.0
0.79;41;1.0
0.8;41;1.0
0.81;41;1.0
0.82;41;1.0
0.83;41;1.0
0.84;41;1.0
0.85;41;1.0
0.86;41;1.0
0.87;41;1.0
0.88;41;1.0
0.89;41;1.0
0.9;41;1.0
0.91;41;1.0
0.92;41;1.0
0.93;41;1.0
0.94;41;1.0
0.95;41;1.0
0.96;41;1.0
0.97;41;1.0
0.98;41;1.0
0.99;41;1.0
0.0;42;42.0
0.01;42;41.85
0.02;42;41.35
0.03;42;36.0
0.04;42;23.85
0.05;42;14.65
0.06;42;9.5
0.07;42;7.05
0.08;42;3.85
0.09;42;2.85
0.1;42;2.75
0.11;42;1.65
0.12;42;1.5
0.13;42;1.25
0.14;42;1.3
0.15;42;1.15
0.16;42;1.15
0.17;42;1.05
0.18;42;1.0
0.19;42;1.05
0.2;42;1.0
0.21;42;1.0
0.22;42;1.0
0.23;42;1.0
0.24;42;1.0
0.25;42;1.0
0.26;42;1.0
0.27;42;1.0
0.28;42;1.0
0.29;42;1.0
0.3;42;1.0
0.31;42;1.0
0.32;42;1.0
0.33;42;1.0
0.34;42;1.0
0.35;42;1.0
0.36;42;1.0
0.37;42;1.0
0.38;42;1.0
0.39;42;1.0
0.4;42;1.0
0.41;42;1.0
0.42;42;1.0
0.43;42;1.0
0.44;42;1.0
0.45;42;1.0
0.46;42;1.0
0.47;42;1.0
0.48;42;1.0
0.49;42;1.0
0.5;42;1.0
0.51;42;1.0
0.52;42;1.0
0.53;42;1.0
0.54;42;1.0
0.55;42;1.0
0.56;42;1.0
0.57;42;1.0
0.58;42;1.0
0.59;42;1.0
0.6;42;1.0
0.61;42;1.0
0.62;42;1.0
0.63;42;1.0
0.64;42;1.0
0.65;42;1.0
0.66;42;1.0
0.67;42;1.0
0.68;42;1.0
0.69;42;1.0
0.7;42;1.0
0.71;42;1.0
0.72;42;1.0
0.73;42;1.0
0.74;42;1.0
0.75;42;1.0
0.76;42;1.0
0.77;42;1.0
0.78;42;1.0
0.79;42;1.0
0.8;42;1.0
0.81;42;1.0
0.82;42;1.0
0.83;42;1.0
0.84;42;1.0
0.85;42;1.0
0.86;42;1.0
0.87;42;1.0
0.88;42;1.0
0.89;42;1.0
0.9;42;1.0
0.91;42;1.0
0.92;42;1.0
0.93;42;1.0
0.94;42;1.0
0.95;42;1.0
0.96;42;1.0
0.97;42;1.0
0.98;42;1.0
0.99;42;1.0
0.0;43;43.0
0.01;43;42.8
0.02;43;40.55
0.03;43;35.7
0.04;43;27.3
0.05;43;16.45
0.06;43;9.65
0.07;43;5.8
0.08;43;4.1
0.09;43;2.8
0.1;43;2.6
0.11;43;1.75
0.12;43;1.5
0.13;43;1.35
0.14;43;1.2
0.15;43;1.15
0.16;43;1.05
0.17;43;1.0
0.18;43;1.0
0.19;43;1.0
0.2;43;1.0
0.21;43;1.0
0.22;43;1.0
0.23;43;1.0
0.24;43;1.0
0.25;43;1.0
0.26;43;1.0
0.27;43;1.0
0.28;43;1.0
0.29;43;1.0
0.3;43;1.0
0.31;43;1.0
0.32;43;1.0
0.33;43;1.0
0.34;43;1.0
0.35;43;1.0
0.36;43;1.0
0.37;43;1.0
0.38;43;1.0
0.39;43;1.0
0.4;43;1.0
0.41;43;1.0
0.42;43;1.0
0.43;43;1.0
0.44;43;1.0
0.45;43;1.0
0.46;43;1.0
0.47;43;1.0
0.48;43;1.0
0.49;43;1.0
0.5;43;1.0
0.51;43;1.0
0.52;43;1.0
0.53;43;1.0
0.54;43;1.0
0.55;43;1.0
0.56;43;1.0
0.57;43;1.0
0.58;43;1.0
0.59;43;1.0
0.6;43;1.0
0.61;43;1.0
0.62;43;1.0
0.63;43;1.0
0.64;43;1.0
0.65;43;1.0
0.66;43;1.0
0.67;43;1.0
0.68;43;1.0
0.69;43;1.0
0.7;43;1.0
0.71;43;1.0
0.72;43;1.0
0.73;43;1.0
0.74;43;1.0
0.75;43;1.0
0.76;43;1.0
0.77;43;1.0
0.78;43;1.0
0.79;43;1.0
0.8;43;1.0
0.81;43;1.0
0.82;43;1.0
0.83;43;1.0
0.84;43;1.0
0.85;43;1.0
0.86;43;1.0
0.87;43;1.0
0.88;43;1.0
0.89;43;1.0
0.9;43;1.0
0.91;43;1.0
0.92;43;1.0
0.93;43;1.0
0.94;43;1.0
0.95;43;1.0
0.96;43;1.0
0.97;43;1.0
0.98;43;1.0
0.99;43;1.0
0.0;44;44.0
0.01;44;43.55
0.02;44;42.3
0.03;44;36.9
0.04;44;24.45
0.05;44;16.15
0.06;44;9.2
0.07;44;6.25
0.08;44;3.85
0.09;44;2.35
0.1;44;2.2
0.11;44;1.55
0.12;44;1.3
0.13;44;1.2
0.14;44;1.0
0.15;44;1.05
0.16;44;1.05
0.17;44;1.0
0.18;44;1.0
0.19;44;1.0
0.2;44;1.0
0.21;44;1.0
0.22;44;1.0
0.23;44;1.0
0.24;44;1.0
0.25;44;1.0
0.26;44;1.0
0.27;44;1.0
0.28;44;1.0
0.29;44;1.0
0.3;44;1.0
0.31;44;1.0
0.32;44;1.0
0.33;44;1.0
0.34;44;1.0
0.35;44;1.0
0.36;44;1.0
0.37;44;1.0
0.38;44;1.0
0.39;44;1.0
0.4;44;1.0
0.41;44;1.0
0.42;44;1.0
0.43;44;1.0
0.44;44;1.0
0.45;44;1.0
0.46;44;1.0
0.47;44;1.0
0.48;44;1.0
0.49;44;1.0
0.5;44;1.0
0.51;44;1.0
0.52;44;1.0
0.53;44;1.0
0.54;44;1.0
0.55;44;1.0
0.56;44;1.0
0.57;44;1.0
0.58;44;1.0
0.59;44;1.0
0.6;44;1.0
0.61;44;1.0
0.62;44;1.0
0.63;44;1.0
0.64;44;1.0
0.65;44;1.0
0.66;44;1.0
0.67;44;1.0
0.68;44;1.0
0.69;44;1.0
0.7;44;1.0
0.71;44;1.0
0.72;44;1.0
0.73;44;1.0
0.74;44;1.0
0.75;44;1.0
0.76;44;1.0
0.77;44;1.0
0.78;44;1.0
0.79;44;1.0
0.8;44;1.0
0.81;44;1.0
0.82;44;1.0
0.83;44;1.0
0.84;44;1.0
0.85;44;1.0
0.86;44;1.0
0.87;44;1.0
0.88;44;1.0
0.89;44;1.0
0.9;44;1.0
0.91;44;1.0
0.92;44;1.0
0.93;44;1.0
0.94;44;1.0
0.95;44;1.0
0.96;44;1.0
0.97;44;1.0
0.98;44;1.0
0.99;44;1.0
0.0;45;45.0
0.01;45;44.7
0.02;45;43.0
0.03;45;35.8
0.04;45;20.65
0.05;45;11.45
0.06;45;7.35
0.07;45;4.9
0.08;45;3.8
0.09;45;2.55
0.1;45;1.8
0.11;45;1.35
0.12;45;1.3
0.13;45;1.2
0.14;45;1.1
0.15;45;1.0
0.16;45;1.05
0.17;45;1.0
0.18;45;1.0
0.19;45;1.0
0.2;45;1.0
0.21;45;1.0
0.22;45;1.0
0.23;45;1.0
0.24;45;1.0
0.25;45;1.0
0.26;45;1.0
0.27;45;1.0
0.28;45;1.0
0.29;45;1.0
0.3;45;1.0
0.31;45;1.0
0.32;45;1.0
0.33;45;1.0
0.34;45;1.0
0.35;45;1.0
0.36;45;1.0
0.37;45;1.0
0.38;45;1.0
0.39;45;1.0
0.4;45;1.0
0.41;45;1.0
0.42;45;1.0
0.43;45;1.0
0.44;45;1.0
0.45;45;1.0
0.46;45;1.0
0.47;45;1.0
0.48;45;1.0
0.49;45;1.0
0.5;45;1.0
0.51;45;1.0
0.52;45;1.0
0.53;45;1.0
0.54;45;1.0
0.55;45;1.0
0.56;45;1.0
0.57;45;1.0
0.58;45;1.0
0.59;45;1.0
0.6;45;1.0
0.61;45;1.0
0.62;45;1.0
0.63;45;1.0
0.64;45;1.0
0.65;45;1.0
0.66;45;1.0
0.67;45;1.0
0.68;45;1.0
0.69;45;1.0
0.7;45;1.0
0.71;45;1.0
0.72;45;1.0
0.73;45;1.0
0.74;45;1.0
0.75;45;1.0
0.76;45;1.0
0.77;45;1.0
0.78;45;1.0
0.79;45;1.0
0.8;45;1.0
0.81;45;1.0
0.82;45;1.0
0.83;45;1.0
0.84;45;1.0
0.85;45;1.0
0.86;45;1.0
0.87;45;1.0
0.88;45;1.0
0.89;45;1.0
0.9;45;1.0
0.91;45;1.0
0.92;45;1.0
0.93;45;1.0
0.94;45;1.0
0.95;45;1.0
0.96;45;1.0
0.97;45;1.0
0.98;45;1.0
0.99;45;1.0
0.0;46;46.0
0.01;46;45.9
0.02;46;43.95
0.03;46;34.2
0.04;46;22.85
0.05;46;13.25
0.06;46;8.3
0.07;46;4.45
0.08;46;3.8
0.09;46;2.25
0.1;46;1.75
0.11;46;1.6
0.12;46;1.3
0.13;46;1.35
0.14;46;1.1
0.15;46;1.15
0.16;46;1.0
0.17;46;1.1
0.18;46;1.0
0.19;46;1.0
0.2;46;1.0
0.21;46;1.05
0.22;46;1.0
0.23;46;1.0
0.24;46;1.0
0.25;46;1.0
0.26;46;1.0
